y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.06,0.14,0.13,0.16,0.12,0.13,0.16,0.11,0.864506015,0.732507722
1,0.11,0.11,0.11,0.1,0.27,0.15,0.12,0.06,0.14,0.13,0.16,0.13,0.16,0.1,0.15,0.997258708,0.97916753
0,0.16,0.28,0.11,0.1,0.27,0.15,0.08,0.18,0.14,0.13,0.16,0.13,0.13,0.1,0.15,0.491182113,0.736250657
0,0.11,0.11,0.11,0.15,0.05,0.14,0.11,0.18,0.14,0.14,0.16,0.16,0.13,0.09,0.11,0.995068785,0.9999891
0,0.11,0.11,0.11,0.15,0.05,0.15,0.08,0.06,0.14,0.13,0.16,0.15,0.13,0.16,0.11,0.864509959,0.73250636
0,0.16,0.28,0.11,0.15,0.05,0.12,0.08,0.18,0.14,0.13,0.16,0.16,0.11,0.16,0.15,0.491221555,0.736237032
0,0.11,0.11,0.11,0.15,0.05,0.15,0.12,0.18,0.12,0.14,0.16,0.16,0.13,0.16,0.11,0.408236825,0.530171277
0,0.16,0.28,0.11,0.1,0.27,0.14,0.13,0.18,0.14,0.13,0.16,0.16,0.11,0.15,0.11,0.866304346,0.888919923
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.06,0.12,0.13,0.06,0.12,0.13,0.13,0.11,0.864509959,0.73250636
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.18,0.14,0.13,0.16,0.13,0.16,0.16,0.15,0.490811359,0.736378727
0,0.11,0.11,0.11,0.15,0.05,0.15,0.13,0.18,0.14,0.13,0.16,0.13,0.13,0.15,0.15,0.866608049,0.888815014
0,0.11,0.11,0.11,0.15,0.27,0.14,0.22,0.18,0.14,0.13,0.06,0.13,0.11,0.1,0.11,0.491428514,0.760792
0,0.11,0.11,0.11,0.15,0.27,0.14,0.14,0.18,0.14,0.14,0.16,0.16,0.13,0.16,0.11,0.999980279,0.823083681
0,0.16,0.28,0.11,0.1,0.05,0.12,0.22,0.18,0.14,0.14,0.16,0.12,0.13,0.09,0.11,0.491120867,0.760898272
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.13,0.16,0.16,0.13,0.09,0.15,0.866304346,0.888919923
0,0.11,0.11,0.11,0.15,0.05,0.14,0.08,0.18,0.14,0.14,0.16,0.13,0.13,0.16,0.15,0.490874466,0.736356928
0,0.11,0.11,0.11,0.1,0.05,0.14,0.12,0.06,0.14,0.13,0.06,0.16,0.13,0.09,0.11,0.997266597,0.979164805
0,0.11,0.11,0.11,0.1,0.27,0.14,0.08,0.06,0.14,0.14,0.06,0.16,0.13,0.13,0.11,0.864525736,0.73250091
0,0.11,0.11,0.11,0.1,0.27,0.12,0.11,0.18,0.14,0.14,0.16,0.12,0.16,0.11,0.15,0.995056953,0.999993188
0,0.11,0.11,0.11,0.15,0.27,0.13,0.12,0.06,0.14,0.13,0.16,0.13,0.16,0.11,0.11,0.99766496,0.979027197
0,0.11,0.11,0.11,0.15,0.05,0.12,0.22,0.18,0.14,0.14,0.06,0.12,0.16,0.1,0.11,0.491120867,0.760898272
1,0.11,0.11,0.11,0.15,0.27,0.15,0.51,0.18,0.14,0.13,0.16,0.16,0.16,0.16,0.15,0.171264584,0.192026209
0,0.11,0.11,0.11,0.15,0.27,0.13,0.11,0.06,0.14,0.13,0.16,0.12,0.11,0.1,0.15,0.995053009,0.99999455
0,0.11,0.11,0.11,0.15,0.27,0.12,0.08,0.18,0.14,0.13,0.16,0.13,0.16,0.1,0.11,0.490787694,0.736386902
0,0.16,0.28,0.11,0.15,0.05,0.15,0.08,0.18,0.12,0.14,0.16,0.16,0.16,0.16,0.15,0.491182113,0.736250657
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.14,0.13,0.16,0.16,0.13,0.13,0.15,0.999988167,0.823080956
0,0.11,0.11,0.11,0.15,0.27,0.15,0.12,0.18,0.14,0.14,0.16,0.16,0.16,0.16,0.15,0.4084577,0.530094979
0,0.11,0.11,0.11,0.15,0.05,0.13,0.11,0.18,0.14,0.13,0.16,0.12,0.16,0.1,0.15,0.995064841,0.999990463
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.18,0.14,0.14,0.16,0.13,0.13,0.13,0.11,0.491059843,0.736292893
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.18,0.14,0.14,0.16,0.13,0.11,0.16,0.11,0.408481365,0.530086805
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.06,0.14,0.14,0.06,0.12,0.13,0.15,0.11,0.995064841,0.999990463
1,0.11,0.11,0.11,0.15,0.27,0.15,0.08,0.18,0.14,0.14,0.16,0.13,0.16,0.32,0.15,0.168055198,0.332013751
0,0.11,0.11,0.11,0.15,0.27,0.15,0.14,0.18,0.14,0.14,0.16,0.13,0.13,0.1,0.11,0.999980279,0.823083681
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.18,0.12,0.14,0.16,0.13,0.11,0.16,0.11,0.995088506,0.999982288
0,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.06,0.14,0.13,0.16,0.13,0.13,0.1,0.11,0.864521792,0.732502273
1,0.11,0.11,0.11,0.15,0.27,0.15,0.08,0.18,0.12,0.14,0.16,0.12,0.13,0.11,0.11,0.491182113,0.736250657
0,0.11,0.11,0.11,0.15,0.05,0.14,0.11,0.06,0.12,0.14,0.06,0.16,0.13,0.16,0.15,0.995068785,0.9999891
0,0.16,0.28,0.11,0.15,0.27,0.14,0.08,0.18,0.14,0.14,0.06,0.13,0.11,0.1,0.11,0.491115062,0.736273818
0,0.11,0.11,0.11,0.15,0.27,0.12,0.22,0.18,0.14,0.14,0.06,0.12,0.13,0.1,0.11,0.491120867,0.760898272
0,0.16,0.28,0.11,0.15,0.27,0.15,0.08,0.06,0.14,0.13,0.16,0.12,0.13,0.13,0.15,0.490973071,0.736322867
0,0.11,0.11,0.11,0.15,0.05,0.12,0.11,0.18,0.14,0.14,0.06,0.13,0.13,0.1,0.11,0.995056953,0.999993188
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.18,0.12,0.14,0.16,0.13,0.16,0.16,0.15,0.408481365,0.530086805
1,0.11,0.11,0.11,0.1,0.27,0.14,0.14,0.18,0.14,0.13,0.16,0.16,0.13,0.13,0.11,0.999992112,0.823079593
0,0.11,0.11,0.11,0.15,0.27,0.12,0.08,0.06,0.14,0.14,0.16,0.16,0.16,0.09,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.13,0.11,0.18,0.14,0.14,0.16,0.16,0.11,0.13,0.11,0.995068785,0.9999891
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.06,0.14,0.13,0.16,0.16,0.13,0.13,0.15,0.866304346,0.888919923
0,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.06,0.14,0.14,0.06,0.12,0.11,0.1,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.1,0.27,0.14,0.13,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.11,0.866304346,0.888919923
0,0.11,0.11,0.11,0.15,0.05,0.13,0.14,0.18,0.14,0.13,0.16,0.16,0.13,0.13,0.15,0.999976335,0.823085043
1,0.65,0.28,0.56,0.15,0.05,0.13,0.14,0.18,0.14,0.14,0.16,0.12,0.13,0.26,0.33,0.413541026,0.278255394
0,0.11,0.11,0.11,0.15,0.05,0.15,0.08,0.06,0.14,0.14,0.06,0.13,0.13,0.11,0.11,0.864509959,0.73250636
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.18,0.14,0.14,0.16,0.13,0.16,0.1,0.15,0.995049064,0.999995913
1,0.11,0.11,0.11,0.15,0.27,0.14,0.11,0.18,0.14,0.13,0.16,0.16,0.13,0.11,0.11,0.995049064,0.999995913
0,0.11,0.11,0.11,0.15,0.27,0.12,0.44,0.18,0.14,0.14,0.16,0.13,0.16,0.13,0.15,0.20212503,3.13E-05
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.18,0.14,0.14,0.16,0.13,0.13,0.13,0.11,0.995049064,0.999995913
0,0.11,0.11,0.11,0.15,0.05,0.15,0.11,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.15,0.995064841,0.999990463
0,0.16,0.28,0.11,0.15,0.27,0.15,0.08,0.18,0.14,0.14,0.16,0.12,0.13,0.13,0.11,0.491182113,0.736250657
1,0.16,0.28,0.56,0.15,0.27,0.14,0.51,0.18,0.14,0.14,0.16,0.13,0.16,0.1,0.11,0.17133558,0.192001685
0,0.16,0.28,0.11,0.15,0.27,0.14,0.08,0.18,0.14,0.14,0.16,0.12,0.16,0.1,0.15,0.490874466,0.736356928
1,0.16,0.28,0.11,0.15,0.27,0.12,0.44,0.18,0.14,0.14,0.16,0.16,0.13,0.13,0.11,0.20212503,3.13E-05
0,0.16,0.28,0.11,0.15,0.27,0.15,0.08,0.18,0.14,0.13,0.16,0.16,0.16,0.16,0.15,0.490973071,0.736322867
1,0.11,0.11,0.11,0.15,0.27,0.13,0.08,0.18,0.14,0.14,0.16,0.12,0.16,0.1,0.11,0.491059843,0.736292893
0,0.11,0.11,0.11,0.1,0.05,0.13,0.12,0.06,0.14,0.13,0.06,0.13,0.13,0.13,0.11,0.997633407,0.979038096
0,0.11,0.11,0.11,0.1,0.05,0.14,0.08,0.18,0.14,0.14,0.16,0.16,0.13,0.13,0.15,0.490933629,0.736336491
0,0.11,0.11,0.11,0.15,0.27,0.12,0.14,0.18,0.14,0.13,0.16,0.16,0.16,0.16,0.11,0.999980279,0.823083681
0,0.11,0.11,0.11,0.1,0.05,0.13,0.08,0.06,0.14,0.13,0.16,0.16,0.13,0.11,0.11,0.864541513,0.73249546
0,0.11,0.11,0.11,0.15,0.05,0.12,0.11,0.18,0.14,0.14,0.16,0.13,0.13,0.16,0.15,0.995056953,0.999993188
1,0.65,0.28,0.56,0.15,0.27,0.15,0.11,0.18,0.12,0.14,0.16,0.13,0.13,0.16,0.11,0.107257845,0.295102413
0,0.11,0.11,0.11,0.15,0.05,0.12,0.08,0.06,0.14,0.13,0.06,0.13,0.13,0.1,0.11,0.864517848,0.732503635
0,0.16,0.28,0.11,0.15,0.05,0.14,0.08,0.06,0.12,0.14,0.16,0.13,0.11,0.16,0.11,0.490890243,0.736351478
0,0.11,0.11,0.11,0.15,0.05,0.15,0.08,0.18,0.14,0.14,0.16,0.13,0.13,0.11,0.15,0.490874466,0.736356928
1,0.11,0.11,0.11,0.15,0.05,0.14,0.51,0.18,0.14,0.14,0.16,0.16,0.16,0.13,0.15,0.488556468,0.836015007
0,0.11,0.11,0.11,0.1,0.05,0.12,0.12,0.06,0.14,0.14,0.06,0.13,0.11,0.1,0.11,0.997637351,0.979036734
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.06,0.14,0.14,0.06,0.13,0.13,0.13,0.11,0.995064841,0.999990463
0,0.16,0.28,0.11,0.1,0.05,0.13,0.08,0.18,0.14,0.13,0.16,0.16,0.13,0.1,0.11,0.491059843,0.736292893
0,0.11,0.11,0.11,0.15,0.05,0.12,0.22,0.18,0.12,0.13,0.16,0.16,0.16,0.16,0.11,0.491120867,0.760898272
1,0.11,0.11,0.11,0.1,0.27,0.15,0.22,0.18,0.14,0.13,0.16,0.12,0.11,0.26,0.33,0.491310188,0.760832874
0,0.11,0.11,0.11,0.15,0.27,0.14,0.13,0.18,0.14,0.13,0.16,0.13,0.13,0.16,0.11,0.866477891,0.888859975
0,0.11,0.11,0.11,0.1,0.27,0.15,0.11,0.18,0.14,0.14,0.16,0.13,0.16,0.1,0.15,0.995060897,0.999991825
0,0.11,0.11,0.11,0.1,0.05,0.12,0.14,0.18,0.14,0.13,0.06,0.16,0.13,0.11,0.11,0.999980279,0.823083681
0,0.11,0.11,0.11,0.15,0.27,0.14,0.11,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.11,0.99504512,0.999997275
0,0.11,0.11,0.11,0.15,0.05,0.12,0.08,0.06,0.14,0.13,0.16,0.13,0.13,0.16,0.15,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.15,0.866477891,0.888859975
0,0.11,0.11,0.11,0.1,0.05,0.14,0.13,0.18,0.12,0.14,0.16,0.13,0.13,0.13,0.15,0.866304346,0.888919923
0,0.11,0.11,0.11,0.1,0.05,0.14,0.11,0.06,0.14,0.13,0.16,0.16,0.13,0.11,0.11,0.995068785,0.9999891
0,0.11,0.11,0.11,0.15,0.27,0.13,0.08,0.06,0.14,0.13,0.06,0.13,0.13,0.1,0.11,0.864506015,0.732507722
0,0.11,0.11,0.11,0.15,0.27,0.14,0.13,0.18,0.14,0.13,0.16,0.13,0.16,0.16,0.15,0.199651422,0.08576159
0,0.11,0.11,0.11,0.15,0.27,0.13,0.08,0.06,0.14,0.14,0.16,0.13,0.13,0.13,0.11,0.864513904,0.732504997
1,0.11,0.11,0.11,0.15,0.27,0.15,0.12,0.06,0.14,0.13,0.16,0.12,0.13,0.1,0.15,0.997258708,0.97916753
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.14,0.13,0.16,0.16,0.16,0.13,0.15,0.999976335,0.823085043
0,0.11,0.11,0.11,0.15,0.05,0.15,0.08,0.06,0.14,0.13,0.16,0.13,0.11,0.13,0.11,0.864513904,0.732504997
1,0.11,0.11,0.11,0.15,0.27,0.12,0.08,0.18,0.12,0.14,0.16,0.13,0.13,0.13,0.11,0.490787694,0.736386902
0,0.11,0.11,0.11,0.15,0.27,0.14,0.13,0.18,0.14,0.14,0.06,0.12,0.13,0.1,0.15,0.866304346,0.888919923
0,0.11,0.11,0.11,0.15,0.27,0.13,0.13,0.18,0.12,0.14,0.16,0.16,0.16,0.13,0.15,0.866087415,0.888994858
1,0.11,0.11,0.11,0.15,0.05,0.12,0.13,0.18,0.14,0.14,0.16,0.16,0.13,0.13,0.15,8.68E-05,0.499667561
0,0.11,0.11,0.11,0.1,0.05,0.14,0.22,0.18,0.14,0.14,0.16,0.13,0.16,0.16,0.15,0.491239193,0.760857398
0,0.11,0.11,0.11,0.15,0.05,0.15,0.11,0.18,0.14,0.14,0.16,0.13,0.16,0.1,0.15,0.107569436,0.294994779
0,0.16,0.28,0.11,0.15,0.05,0.15,0.08,0.18,0.14,0.14,0.16,0.12,0.11,0.1,0.15,0.491182113,0.736250657
0,0.11,0.11,0.11,0.1,0.27,0.14,0.08,0.06,0.14,0.13,0.16,0.13,0.13,0.1,0.15,0.864521792,0.732502273
1,0.11,0.11,0.11,0.15,0.05,0.13,0.51,0.18,0.14,0.13,0.16,0.13,0.16,0.13,0.15,0.488856227,0.83591146
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.14,0.13,0.16,0.15,0.11,0.16,0.11,0.997266597,0.979164805
1,0.11,0.11,0.11,0.15,0.27,0.14,0.12,0.18,0.14,0.13,0.16,0.16,0.16,0.16,0.15,0.408449811,0.530097704
0,0.11,0.11,0.11,0.1,0.05,0.12,0.08,0.06,0.14,0.14,0.16,0.12,0.11,0.1,0.11,0.490787694,0.736386902
1,0.11,0.11,0.11,0.15,0.27,0.14,0.48,0.18,0.14,0.14,0.16,0.13,0.13,0.26,0.33,0.22049874,0.17964041
0,0.11,0.11,0.11,0.15,0.27,0.15,0.08,0.06,0.14,0.14,0.16,0.12,0.13,0.1,0.15,0.864509959,0.73250636
0,0.11,0.11,0.11,0.1,0.05,0.14,0.12,0.06,0.14,0.14,0.06,0.13,0.13,0.13,0.11,0.99764524,0.979034009
0,0.11,0.11,0.11,0.1,0.05,0.12,0.11,0.18,0.12,0.13,0.16,0.15,0.11,0.1,0.11,0.995064841,0.999990463
0,0.16,0.28,0.11,0.1,0.05,0.14,0.08,0.18,0.12,0.14,0.16,0.12,0.13,0.1,0.15,0.491115062,0.736273818
0,0.11,0.11,0.11,0.15,0.05,0.15,0.08,0.06,0.12,0.13,0.16,0.12,0.13,0.16,0.15,0.864513904,0.732504997
0,0.16,0.28,0.11,0.15,0.05,0.15,0.08,0.18,0.14,0.14,0.16,0.12,0.16,0.1,0.15,0.490973071,0.736322867
0,0.65,0.28,0.65,0.15,0.05,0.13,0.44,0.18,0.14,0.14,0.16,0.16,0.13,0.13,0.15,0.202156583,2.04E-05
0,0.11,0.11,0.11,0.15,0.05,0.15,0.08,0.18,0.14,0.14,0.06,0.12,0.11,0.11,0.33,0.490973071,0.736322867
0,0.11,0.11,0.11,0.15,0.05,0.12,0.08,0.06,0.12,0.13,0.06,0.13,0.11,0.13,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.18,0.14,0.14,0.16,0.16,0.11,0.13,0.15,0.408449811,0.530097704
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.14,0.14,0.16,0.16,0.16,0.16,0.11,0.999972391,0.823086406
0,0.11,0.11,0.11,0.15,0.05,0.15,0.11,0.18,0.14,0.13,0.16,0.13,0.13,0.15,0.11,0.995060897,0.999991825
1,0.16,0.28,0.11,0.15,0.27,0.13,0.22,0.18,0.12,0.14,0.16,0.13,0.11,0.15,0.11,0.491120867,0.760898272
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.13,0.16,0.16,0.13,0.11,0.15,0.199643534,0.085764315
0,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.06,0.14,0.14,0.16,0.12,0.13,0.1,0.15,0.864506015,0.732507722
1,0.65,0.28,0.65,0.1,0.05,0.14,0.08,0.18,0.14,0.14,0.16,0.16,0.16,0.13,0.15,0.490890243,0.736351478
0,0.11,0.11,0.11,0.1,0.27,0.12,0.11,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.15,0.995064841,0.999990463
0,0.11,0.11,0.11,0.15,0.27,0.13,0.08,0.06,0.14,0.14,0.06,0.16,0.13,0.13,0.11,0.864541513,0.73249546
0,0.11,0.11,0.11,0.15,0.05,0.14,0.14,0.18,0.14,0.14,0.06,0.16,0.11,0.16,0.11,0.999968446,0.823087768
0,0.11,0.11,0.11,0.15,0.05,0.14,0.08,0.06,0.14,0.14,0.16,0.15,0.13,0.13,0.11,0.864525736,0.73250091
0,0.11,0.11,0.11,0.15,0.05,0.12,0.08,0.18,0.12,0.14,0.16,0.12,0.13,0.1,0.15,0.491004624,0.736311967
0,0.11,0.11,0.11,0.15,0.05,0.13,0.08,0.06,0.14,0.14,0.06,0.13,0.11,0.09,0.33,0.864521792,0.732502273
0,0.16,0.28,0.11,0.1,0.05,0.14,0.45,0.18,0.14,0.13,0.16,0.16,0.16,0.1,0.15,0.010523715,0.145412562
0,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.18,0.14,0.13,0.16,0.13,0.13,0.13,0.15,0.491059843,0.736292893
1,0.11,0.11,0.11,0.15,0.27,0.14,0.08,0.18,0.14,0.14,0.06,0.12,0.13,0.1,0.15,0.490874466,0.736356928
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.06,0.14,0.14,0.06,0.13,0.16,0.15,0.15,0.99766496,0.979027197
0,0.11,0.11,0.11,0.15,0.27,0.13,0.08,0.06,0.14,0.13,0.06,0.15,0.13,0.13,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.1,0.27,0.14,0.13,0.18,0.14,0.13,0.16,0.12,0.13,0.11,0.11,0.866477891,0.888859975
0,0.11,0.11,0.11,0.15,0.27,0.12,0.08,0.18,0.14,0.13,0.16,0.12,0.13,0.09,0.11,0.491221555,0.736237032
1,0.11,0.11,0.11,0.1,0.27,0.12,0.08,0.06,0.14,0.14,0.06,0.12,0.13,0.1,0.11,0.864513904,0.732504997
1,0.16,0.28,0.11,0.1,0.27,0.15,0.11,0.18,0.14,0.14,0.16,0.13,0.13,0.16,0.11,0.107257845,0.295102413
1,0.65,0.28,0.65,0.15,0.27,0.12,0.13,0.06,0.14,0.13,0.16,0.16,0.16,0.13,0.15,8.68E-05,0.499667561
0,0.11,0.11,0.11,0.1,0.27,0.14,0.08,0.18,0.14,0.13,0.16,0.12,0.16,0.1,0.15,0.490933629,0.736336491
1,0.16,0.28,0.11,0.1,0.05,0.13,0.12,0.18,0.14,0.14,0.16,0.16,0.13,0.16,0.11,0.408481365,0.530086805
0,0.16,0.28,0.11,0.1,0.05,0.13,0.13,0.18,0.14,0.14,0.16,0.13,0.13,0.26,0.33,0,0.499697535
0,0.11,0.11,0.11,0.15,0.05,0.14,0.12,0.06,0.14,0.13,0.06,0.13,0.13,0.13,0.11,0.997266597,0.979164805
0,0.11,0.11,0.11,0.1,0.27,0.13,0.11,0.18,0.14,0.14,0.16,0.15,0.16,0.32,0.11,0.995064841,0.999990463
0,0.11,0.11,0.11,0.1,0.05,0.13,0.12,0.06,0.14,0.14,0.16,0.16,0.11,0.16,0.11,0.997633407,0.979038096
0,0.11,0.11,0.11,0.15,0.27,0.15,0.12,0.06,0.14,0.13,0.16,0.12,0.11,0.1,0.11,0.997258708,0.97916753
0,0.11,0.11,0.11,0.1,0.27,0.14,0.08,0.06,0.14,0.13,0.16,0.13,0.13,0.1,0.15,0.864517848,0.732503635
1,0.11,0.11,0.11,0.1,0.27,0.15,0.14,0.06,0.14,0.14,0.06,0.12,0.13,0.1,0.11,0.999992112,0.823079593
0,0.11,0.11,0.11,0.15,0.27,0.15,0.45,0.06,0.14,0.13,0.16,0.15,0.16,0.32,0.15,0.199381728,0.076336132
1,0.11,0.11,0.11,0.1,0.27,0.14,0.12,0.18,0.14,0.13,0.16,0.13,0.13,0.1,0.15,0.408449811,0.530097704
0,0.11,0.11,0.11,0.15,0.05,0.15,0.14,0.18,0.14,0.13,0.16,0.16,0.13,0.16,0.11,0.999972391,0.823086406
0,0.11,0.11,0.11,0.15,0.05,0.14,0.13,0.18,0.14,0.14,0.16,0.13,0.13,0.11,0.11,0.866304346,0.888919923
0,0.11,0.11,0.11,0.15,0.05,0.15,0.44,0.06,0.14,0.13,0.16,0.16,0.16,0.26,0.33,0.202168416,1.63E-05
0,0.11,0.11,0.11,0.15,0.05,0.15,0.11,0.18,0.12,0.13,0.16,0.13,0.16,0.1,0.11,0.995060897,0.999991825
0,0.11,0.11,0.11,0.1,0.27,0.13,0.11,0.18,0.14,0.13,0.16,0.12,0.13,0.1,0.11,0.995064841,0.999990463
1,0.11,0.11,0.11,0.1,0.27,0.13,0.08,0.18,0.14,0.13,0.16,0.13,0.11,0.13,0.11,0.490811359,0.736378727
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.06,0.12,0.13,0.16,0.13,0.13,0.1,0.15,0.99766496,0.979027197
0,0.11,0.11,0.11,0.15,0.05,0.15,0.12,0.06,0.14,0.13,0.16,0.13,0.16,0.09,0.15,0.997641295,0.979035371
0,0.16,0.28,0.11,0.15,0.05,0.13,0.08,0.18,0.14,0.13,0.16,0.12,0.16,0.13,0.15,0.490811359,0.736378727
0,0.11,0.11,0.11,0.1,0.05,0.14,0.08,0.06,0.14,0.14,0.06,0.13,0.16,0.16,0.11,0.864513904,0.732504997
0,0.11,0.11,0.11,0.15,0.05,0.13,0.12,0.06,0.14,0.13,0.06,0.13,0.13,0.13,0.11,0.99766496,0.979027197
0,0.11,0.11,0.11,0.15,0.05,0.14,0.08,0.06,0.12,0.14,0.06,0.12,0.13,0.16,0.11,0.864521792,0.732502273
1,0.11,0.11,0.11,0.15,0.27,0.13,0.11,0.18,0.14,0.14,0.16,0.13,0.13,0.26,0.11,0.995064841,0.999990463
